,soltype
25107,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25108,Kepler Project Candidate (q1_q8_koi)
25109,Published Confirmed
25110,Kepler Project Candidate (q1_q17_dr25_koi)
25111,Published Confirmed
25112,Kepler Project Candidate (q1_q17_dr24_koi)
25113,Published Confirmed
25114,Published Confirmed
25115,Published Confirmed
25116,Kepler Project Candidate (q1_q12_koi)
25117,Kepler Project Candidate (q1_q16_koi)
25118,Published Confirmed
25119,Kepler Project Candidate (q1_q17_dr25_koi)
25120,Published Confirmed
25121,Published Confirmed
25122,Published Confirmed
25123,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25124,Kepler Project Candidate (q1_q12_koi)
25125,Kepler Project Candidate (q1_q8_koi)
25126,Published Confirmed
25127,Published Confirmed
25128,Kepler Project Candidate (q1_q17_dr24_koi)
25129,Published Confirmed
25130,Kepler Project Candidate (q1_q16_koi)
25131,Kepler Project Candidate (q1_q17_dr25_koi)
25132,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25133,Published Confirmed
25134,Kepler Project Candidate (q1_q16_koi)
25135,Kepler Project Candidate (q1_q8_koi)
25136,Published Confirmed
25137,Published Confirmed
25138,Published Confirmed
25139,Published Confirmed
25140,Kepler Project Candidate (q1_q12_koi)
25141,Published Confirmed
25142,Published Confirmed
25143,Kepler Project Candidate (q1_q8_koi)
25144,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25145,Kepler Project Candidate (q1_q17_dr25_koi)
25146,Published Confirmed
25147,Kepler Project Candidate (q1_q17_dr24_koi)
25148,Published Confirmed
25149,Kepler Project Candidate (q1_q12_koi)
25150,Published Confirmed
25151,Published Confirmed
25152,Kepler Project Candidate (q1_q16_koi)
25153,Kepler Project Candidate (q1_q12_koi)
25154,Published Confirmed
25155,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25156,Kepler Project Candidate (q1_q16_koi)
25157,Published Confirmed
25158,Kepler Project Candidate (q1_q8_koi)
25159,Kepler Project Candidate (q1_q17_dr25_koi)
25160,Kepler Project Candidate (q1_q17_dr24_koi)
25161,TESS Project Candidate
25162,Published Confirmed
25163,Kepler Project Candidate (q1_q16_koi)
25164,Published Confirmed
25165,Published Confirmed
25166,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25167,Kepler Project Candidate (q1_q12_koi)
25168,Published Confirmed
25169,Published Confirmed
25170,Published Confirmed
25171,Kepler Project Candidate (q1_q8_koi)
25172,Published Confirmed
25173,Published Confirmed
25174,Kepler Project Candidate (q1_q17_dr25_koi)
25175,TESS Project Candidate
25176,Published Confirmed
25177,Kepler Project Candidate (q1_q8_koi)
25178,Published Confirmed
25179,Published Confirmed
25180,Kepler Project Candidate (q1_q12_koi)
25181,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25182,Published Confirmed
25183,Kepler Project Candidate (q1_q17_dr24_koi)
25184,Kepler Project Candidate (q1_q16_koi)
25185,Published Confirmed
25186,Published Confirmed
25187,TESS Project Candidate
25188,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25189,Published Confirmed
25190,Published Confirmed
25191,Kepler Project Candidate (q1_q17_dr24_koi)
25192,Published Confirmed
25193,Kepler Project Candidate (q1_q16_koi)
25194,Published Confirmed
25195,Kepler Project Candidate (q1_q12_koi)
25196,Published Confirmed
25197,Published Confirmed
25198,Kepler Project Candidate (q1_q8_koi)
25199,Kepler Project Candidate (q1_q17_dr25_koi)
25200,Published Confirmed
25201,Published Confirmed
25202,Published Confirmed
25203,Published Confirmed
25204,Kepler Project Candidate (q1_q8_koi)
25205,Kepler Project Candidate (q1_q17_dr24_koi)
25206,Published Confirmed
25207,Kepler Project Candidate (q1_q12_koi)
25208,Published Confirmed
25209,TESS Project Candidate
25210,Kepler Project Candidate (q1_q16_koi)
25211,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25212,Kepler Project Candidate (q1_q17_dr25_koi)
25213,Published Confirmed
25214,TESS Project Candidate
25215,Kepler Project Candidate (q1_q12_koi)
25216,Published Confirmed
25217,Kepler Project Candidate (q1_q17_dr24_koi)
25218,Published Confirmed
25219,Published Confirmed
25220,Published Confirmed
25221,Published Confirmed
25222,Kepler Project Candidate (q1_q16_koi)
25223,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25224,Kepler Project Candidate (q1_q8_koi)
25225,Published Confirmed
25226,Kepler Project Candidate (q1_q17_dr25_koi)
25227,Published Confirmed
25228,Published Confirmed
25229,Kepler Project Candidate (q1_q17_dr25_koi)
25230,Kepler Project Candidate (q1_q12_koi)
25231,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25232,Kepler Project Candidate (q1_q16_koi)
25233,Published Confirmed
25234,Published Confirmed
25235,Published Confirmed
25236,Kepler Project Candidate (q1_q8_koi)
25237,Kepler Project Candidate (q1_q17_dr24_koi)
25238,Published Confirmed
25239,Published Confirmed
25240,Published Confirmed
25241,Published Confirmed
25242,Published Confirmed
25243,Kepler Project Candidate (q1_q17_dr24_koi)
25244,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25245,Kepler Project Candidate (q1_q12_koi)
25246,Published Confirmed
25247,Kepler Project Candidate (q1_q16_koi)
25248,Kepler Project Candidate (q1_q17_dr25_koi)
25249,Published Confirmed
25250,Kepler Project Candidate (q1_q8_koi)
25251,TESS Project Candidate
25252,Published Confirmed
25253,Published Confirmed
25254,Published Confirmed
25255,Published Confirmed
25256,Kepler Project Candidate (q1_q17_dr25_koi)
25257,Kepler Project Candidate (q1_q16_koi)
25258,Published Confirmed
25259,Kepler Project Candidate (q1_q8_koi)
25260,TESS Project Candidate
25261,Published Confirmed
25262,Published Confirmed
25263,Kepler Project Candidate (q1_q17_dr24_koi)
25264,Published Confirmed
25265,Kepler Project Candidate (q1_q12_koi)
25266,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25267,Published Confirmed
25268,Kepler Project Candidate (q1_q17_dr25_koi)
25269,Kepler Project Candidate (q1_q12_koi)
25270,Published Confirmed
25271,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25272,Kepler Project Candidate (q1_q16_koi)
25273,Published Confirmed
25274,Published Confirmed
25275,Kepler Project Candidate (q1_q8_koi)
25276,Kepler Project Candidate (q1_q17_dr24_koi)
25277,Kepler Project Candidate (q1_q16_koi)
25278,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25279,Kepler Project Candidate (q1_q17_dr25_koi)
25280,Published Confirmed
25281,Published Confirmed
25282,Published Confirmed
25283,Published Confirmed
25284,Kepler Project Candidate (q1_q17_dr24_koi)
25285,Kepler Project Candidate (q1_q12_koi)
25286,Kepler Project Candidate (q1_q8_koi)
25287,Kepler Project Candidate (q1_q12_koi)
25288,Kepler Project Candidate (q1_q17_dr25_koi)
25289,Published Confirmed
25290,Published Confirmed
25291,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25292,Published Confirmed
25293,Kepler Project Candidate (q1_q16_koi)
25294,Kepler Project Candidate (q1_q17_dr24_koi)
25295,Published Confirmed
25296,Published Confirmed
25297,Kepler Project Candidate (q1_q16_koi)
25298,Kepler Project Candidate (q1_q17_dr25_koi)
25299,Kepler Project Candidate (q1_q17_dr24_koi)
25300,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25301,Published Confirmed
25302,Kepler Project Candidate (q1_q12_koi)
25303,Kepler Project Candidate (q1_q8_koi)
25304,Published Confirmed
25305,Published Confirmed
25306,Kepler Project Candidate (q1_q17_dr24_koi)
25307,Published Confirmed
25308,Kepler Project Candidate (q1_q16_koi)
25309,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25310,Kepler Project Candidate (q1_q12_koi)
25311,Kepler Project Candidate (q1_q8_koi)
25312,Kepler Project Candidate (q1_q17_dr25_koi)
25313,Kepler Project Candidate (q1_q17_dr24_koi)
25314,Kepler Project Candidate (q1_q17_dr25_koi)
25315,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25316,Published Confirmed
25317,Published Confirmed
25318,Published Confirmed
25319,Published Confirmed
25320,Kepler Project Candidate (q1_q12_koi)
25321,Published Confirmed
25322,Published Confirmed
25323,Kepler Project Candidate (q1_q16_koi)
25324,Kepler Project Candidate (q1_q8_koi)
25325,Published Confirmed
25326,Published Confirmed
25327,Published Confirmed
25328,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25329,Kepler Project Candidate (q1_q12_koi)
25330,Kepler Project Candidate (q1_q17_dr24_koi)
25331,Published Confirmed
25332,Kepler Project Candidate (q1_q8_koi)
25333,Kepler Project Candidate (q1_q16_koi)
25334,Kepler Project Candidate (q1_q17_dr25_koi)
25335,Published Confirmed
25336,Published Confirmed
25337,Published Confirmed
25338,Kepler Project Candidate (q1_q16_koi)
25339,Published Confirmed
25340,Published Confirmed
25341,Kepler Project Candidate (q1_q17_dr24_koi)
25342,Kepler Project Candidate (q1_q8_koi)
25343,Published Confirmed
25344,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25345,Published Confirmed
25346,Kepler Project Candidate (q1_q12_koi)
25347,Kepler Project Candidate (q1_q17_dr25_koi)
25348,Published Confirmed
25349,Published Confirmed
25350,Published Confirmed
25351,Kepler Project Candidate (q1_q16_koi)
25352,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25353,Published Confirmed
25354,TESS Project Candidate
25355,Published Confirmed
25356,Published Confirmed
25357,Kepler Project Candidate (q1_q8_koi)
25358,Kepler Project Candidate (q1_q17_dr24_koi)
25359,Kepler Project Candidate (q1_q17_dr25_koi)
25360,Published Confirmed
25361,Kepler Project Candidate (q1_q12_koi)
25362,Kepler Project Candidate (q1_q16_koi)
25363,Published Confirmed
25364,Published Confirmed
25365,Published Confirmed
25366,Kepler Project Candidate (q1_q17_dr25_koi)
25367,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25368,Published Confirmed
25369,Published Confirmed
25370,Kepler Project Candidate (q1_q12_koi)
25371,Kepler Project Candidate (q1_q17_dr24_koi)
25372,Kepler Project Candidate (q1_q8_koi)
25373,Published Confirmed
25374,Published Confirmed
25375,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25376,Kepler Project Candidate (q1_q16_koi)
25377,Kepler Project Candidate (q1_q12_koi)
25378,Published Confirmed
25379,Kepler Project Candidate (q1_q17_dr25_koi)
25380,Published Confirmed
25381,Kepler Project Candidate (q1_q17_dr24_koi)
25382,Published Confirmed
25383,Published Confirmed
25384,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25385,Kepler Project Candidate (q1_q17_dr24_koi)
25386,Kepler Project Candidate (q1_q16_koi)
25387,Kepler Project Candidate (q1_q12_koi)
25388,Kepler Project Candidate (q1_q17_dr25_koi)
25389,Published Confirmed
25390,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25391,Published Confirmed
25392,Kepler Project Candidate (q1_q17_dr25_koi)
25393,Published Confirmed
25394,Published Confirmed
25395,Kepler Project Candidate (q1_q12_koi)
25396,Published Confirmed
25397,Kepler Project Candidate (q1_q16_koi)
25398,Published Confirmed
25399,Kepler Project Candidate (q1_q17_dr24_koi)
25400,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25401,Kepler Project Candidate (q1_q16_koi)
25402,Kepler Project Candidate (q1_q17_dr25_koi)
25403,Published Confirmed
25404,Published Confirmed
25405,Published Confirmed
25406,Published Confirmed
25407,Kepler Project Candidate (q1_q12_koi)
25408,Published Confirmed
25409,Kepler Project Candidate (q1_q17_dr24_koi)
25410,Published Confirmed
25411,Published Confirmed
25412,Published Confirmed
25413,Published Confirmed
25414,Published Confirmed
25415,Kepler Project Candidate (q1_q8_koi)
25416,Kepler Project Candidate (q1_q12_koi)
25417,Kepler Project Candidate (q1_q17_dr25_koi)
25418,Published Confirmed
25419,Published Confirmed
25420,Kepler Project Candidate (q1_q16_koi)
25421,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25422,Published Confirmed
25423,Kepler Project Candidate (q1_q17_dr24_koi)
25424,Published Confirmed
25425,Kepler Project Candidate (q1_q12_koi)
25426,Published Confirmed
25427,Kepler Project Candidate (q1_q16_koi)
25428,Kepler Project Candidate (q1_q17_dr24_koi)
25429,Published Confirmed
25430,Published Confirmed
25431,Published Confirmed
25432,Published Confirmed
25433,Kepler Project Candidate (q1_q17_dr25_koi)
25434,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25435,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25436,Published Confirmed
25437,Published Confirmed
25438,Kepler Project Candidate (q1_q17_dr25_koi)
25439,Published Confirmed
25440,Kepler Project Candidate (q1_q17_dr24_koi)
25441,Published Confirmed
25442,Kepler Project Candidate (q1_q16_koi)
25443,Kepler Project Candidate (q1_q12_koi)
25444,Published Confirmed
25445,Kepler Project Candidate (q1_q12_koi)
25446,Kepler Project Candidate (q1_q17_dr25_koi)
25447,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25448,Published Confirmed
25449,Kepler Project Candidate (q1_q17_dr24_koi)
25450,Published Confirmed
25451,Published Confirmed
25452,Published Confirmed
25453,Kepler Project Candidate (q1_q16_koi)
25454,Published Confirmed
25455,Kepler Project Candidate (q1_q17_dr25_koi)
25456,Kepler Project Candidate (q1_q12_koi)
25457,Kepler Project Candidate (q1_q17_dr24_koi)
25458,Published Confirmed
25459,Published Confirmed
25460,Kepler Project Candidate (q1_q16_koi)
25461,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25462,Published Confirmed
25463,Published Confirmed
25464,Published Confirmed
25465,Published Confirmed
25466,Kepler Project Candidate (q1_q12_koi)
25467,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25468,Kepler Project Candidate (q1_q16_koi)
25469,Published Confirmed
25470,Kepler Project Candidate (q1_q17_dr25_koi)
25471,Published Confirmed
25472,Kepler Project Candidate (q1_q17_dr25_koi)
25473,Kepler Project Candidate (q1_q17_dr24_koi)
25474,Published Confirmed
25475,Kepler Project Candidate (q1_q16_koi)
25476,Published Confirmed
25477,Published Confirmed
25478,Kepler Project Candidate (q1_q12_koi)
25479,Published Confirmed
25480,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25481,Published Confirmed
25482,Published Confirmed
25483,Kepler Project Candidate (q1_q12_koi)
25484,Published Confirmed
25485,Published Confirmed
25486,Published Confirmed
25487,Published Confirmed
25488,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25489,Kepler Project Candidate (q1_q17_dr25_koi)
25490,Kepler Project Candidate (q1_q16_koi)
25491,Published Confirmed
25492,Kepler Project Candidate (q1_q17_dr24_koi)
25493,Published Confirmed
25494,Published Confirmed
25495,Published Confirmed
25496,Kepler Project Candidate (q1_q12_koi)
25497,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25498,Kepler Project Candidate (q1_q17_dr24_koi)
25499,Published Confirmed
25500,Published Confirmed
25501,Kepler Project Candidate (q1_q16_koi)
25502,Published Confirmed
25503,Kepler Project Candidate (q1_q17_dr25_koi)
25504,Kepler Project Candidate (q1_q12_koi)
25505,Kepler Project Candidate (q1_q17_dr25_koi)
25506,Published Confirmed
25507,Published Confirmed
25508,Kepler Project Candidate (q1_q16_koi)
25509,Kepler Project Candidate (q1_q17_dr24_koi)
25510,Published Confirmed
25511,Published Confirmed
25512,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25513,Published Confirmed
25514,Kepler Project Candidate (q1_q8_koi)
25515,Published Confirmed
25516,Published Confirmed
25517,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25518,Published Confirmed
25519,Published Confirmed
25520,Kepler Project Candidate (q1_q17_dr24_koi)
25521,Kepler Project Candidate (q1_q16_koi)
25522,Kepler Project Candidate (q1_q12_koi)
25523,Published Confirmed
25524,Kepler Project Candidate (q1_q17_dr25_koi)
25525,Published Confirmed
25526,Published Confirmed
25527,Kepler Project Candidate (q1_q16_koi)
25528,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25529,Published Confirmed
25530,Published Confirmed
25531,Kepler Project Candidate (q1_q17_dr25_koi)
25532,Kepler Project Candidate (q1_q17_dr24_koi)
25533,Published Confirmed
25534,Published Confirmed
25535,Published Confirmed
25536,Kepler Project Candidate (q1_q8_koi)
25537,Kepler Project Candidate (q1_q12_koi)
25538,Kepler Project Candidate (q1_q17_dr24_koi)
25539,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25540,Published Confirmed
25541,Published Confirmed
25542,Published Confirmed
25543,Published Confirmed
25544,Kepler Project Candidate (q1_q17_dr24_koi)
25545,Kepler Project Candidate (q1_q8_koi)
25546,Kepler Project Candidate (q1_q17_dr25_koi)
25547,Published Confirmed
25548,Kepler Project Candidate (q1_q12_koi)
25549,Published Confirmed
25550,Published Confirmed
25551,Published Confirmed
25552,Published Confirmed
25553,Kepler Project Candidate (q1_q16_koi)
25554,Published Confirmed
25555,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25556,Published Confirmed
25557,Published Confirmed
25558,Published Confirmed
25559,Kepler Project Candidate (q1_q17_dr24_koi)
25560,Published Confirmed
25561,Kepler Project Candidate (q1_q16_koi)
25562,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25563,Kepler Project Candidate (q1_q17_dr25_koi)
25564,Kepler Project Candidate (q1_q12_koi)
25565,Published Confirmed
25566,Kepler Project Candidate (q1_q12_koi)
25567,Published Confirmed
25568,Published Confirmed
25569,Published Confirmed
25570,Published Confirmed
25571,Kepler Project Candidate (q1_q17_dr24_koi)
25572,Kepler Project Candidate (q1_q8_koi)
25573,Published Confirmed
25574,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25575,Published Confirmed
25576,Kepler Project Candidate (q1_q17_dr25_koi)
25577,Kepler Project Candidate (q1_q16_koi)
25578,Published Confirmed
25579,Kepler Project Candidate (q1_q17_dr25_koi)
25580,Published Confirmed
25581,TESS Project Candidate
25582,Kepler Project Candidate (q1_q12_koi)
25583,Published Confirmed
25584,Published Confirmed
25585,Kepler Project Candidate (q1_q8_koi)
25586,Kepler Project Candidate (q1_q16_koi)
25587,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25588,Published Confirmed
25589,Published Confirmed
25590,Kepler Project Candidate (q1_q17_dr24_koi)
25591,Published Confirmed
25592,Kepler Project Candidate (q1_q12_koi)
25593,Kepler Project Candidate (q1_q17_dr24_koi)
25594,Published Confirmed
25595,Published Confirmed
25596,Kepler Project Candidate (q1_q8_koi)
25597,Published Confirmed
25598,Published Confirmed
25599,Kepler Project Candidate (q1_q16_koi)
25600,Kepler Project Candidate (q1_q17_dr25_koi)
25601,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25602,Kepler Project Candidate (q1_q8_koi)
25603,Kepler Project Candidate (q1_q17_dr24_koi)
25604,Published Confirmed
25605,Published Confirmed
25606,Published Confirmed
25607,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25608,Kepler Project Candidate (q1_q16_koi)
25609,Published Confirmed
25610,Kepler Project Candidate (q1_q17_dr25_koi)
25611,Kepler Project Candidate (q1_q12_koi)
25612,Published Confirmed
25613,Published Confirmed
25614,Kepler Project Candidate (q1_q17_dr24_koi)
25615,Published Confirmed
25616,Kepler Project Candidate (q1_q17_dr25_koi)
25617,Published Confirmed
25618,Kepler Project Candidate (q1_q8_koi)
25619,Published Confirmed
25620,Kepler Project Candidate (q1_q16_koi)
25621,TESS Project Candidate
25622,Published Confirmed
25623,Kepler Project Candidate (q1_q12_koi)
25624,Published Confirmed
25625,Published Confirmed
25626,Published Confirmed
25627,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25628,Published Confirmed
25629,Published Confirmed
25630,Kepler Project Candidate (q1_q17_dr24_koi)
25631,Kepler Project Candidate (q1_q17_dr25_koi)
25632,Kepler Project Candidate (q1_q16_koi)
25633,TESS Project Candidate
25634,Published Confirmed
25635,Kepler Project Candidate (q1_q8_koi)
25636,Published Confirmed
25637,Kepler Project Candidate (q1_q12_koi)
25638,Published Confirmed
25639,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25640,Published Confirmed
25641,Published Confirmed
25642,Published Confirmed
25643,Kepler Project Candidate (q1_q12_koi)
25644,Published Confirmed
25645,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25646,Published Confirmed
25647,Published Confirmed
25648,Kepler Project Candidate (q1_q16_koi)
25649,Published Confirmed
25650,Kepler Project Candidate (q1_q8_koi)
25651,Published Confirmed
25652,Kepler Project Candidate (q1_q17_dr24_koi)
25653,Kepler Project Candidate (q1_q17_dr25_koi)
25654,Published Confirmed
25655,Published Confirmed
25656,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25657,Published Confirmed
25658,Kepler Project Candidate (q1_q16_koi)
25659,Kepler Project Candidate (q1_q17_dr25_koi)
25660,Published Confirmed
25661,Kepler Project Candidate (q1_q12_koi)
25662,Published Confirmed
25663,Published Confirmed
25664,Kepler Project Candidate (q1_q17_dr25_koi)
25665,Published Confirmed
25666,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25667,Kepler Project Candidate (q1_q17_dr24_koi)
25668,Published Confirmed
25669,Published Confirmed
25670,Published Confirmed
25671,Kepler Project Candidate (q1_q16_koi)
25672,Kepler Project Candidate (q1_q8_koi)
25673,Published Confirmed
25674,Published Confirmed
25675,Published Confirmed
25676,Published Confirmed
25677,Published Confirmed
25678,Published Confirmed
25679,Kepler Project Candidate (q1_q17_dr25_koi)
25680,Kepler Project Candidate (q1_q17_dr24_koi)
25681,Published Confirmed
25682,Kepler Project Candidate (q1_q12_koi)
25683,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25684,Published Confirmed
25685,Published Confirmed
25686,Published Confirmed
25687,Published Confirmed
25688,Published Confirmed
25689,Published Confirmed
25690,Kepler Project Candidate (q1_q17_dr25_koi)
25691,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25692,Published Confirmed
25693,Published Confirmed
25694,Published Confirmed
25695,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25696,Kepler Project Candidate (q1_q17_dr24_koi)
25697,Kepler Project Candidate (q1_q8_koi)
25698,Published Confirmed
25699,Published Confirmed
25700,Kepler Project Candidate (q1_q12_koi)
25701,Kepler Project Candidate (q1_q16_koi)
25702,Kepler Project Candidate (q1_q17_dr25_koi)
25703,Published Confirmed
25704,Kepler Project Candidate (q1_q17_dr25_koi)
25705,Kepler Project Candidate (q1_q16_koi)
25706,Published Confirmed
25707,Kepler Project Candidate (q1_q8_koi)
25708,Kepler Project Candidate (q1_q17_dr24_koi)
25709,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25710,Kepler Project Candidate (q1_q12_koi)
25711,Published Confirmed
25712,Published Confirmed
25713,Published Confirmed
25714,Published Confirmed
25715,Published Confirmed
25716,Kepler Project Candidate (q1_q17_dr24_koi)
25717,Published Confirmed
25718,Published Confirmed
25719,Published Confirmed
25720,Kepler Project Candidate (q1_q16_koi)
25721,Published Confirmed
25722,Kepler Project Candidate (q1_q12_koi)
25723,Kepler Project Candidate (q1_q17_dr25_koi)
25724,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25725,Kepler Project Candidate (q1_q8_koi)
25726,Kepler Project Candidate (q1_q17_dr25_koi)
25727,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25728,Kepler Project Candidate (q1_q16_koi)
25729,Published Confirmed
25730,Kepler Project Candidate (q1_q17_dr24_koi)
25731,Kepler Project Candidate (q1_q12_koi)
25732,Published Confirmed
25733,Kepler Project Candidate (q1_q17_dr25_koi)
25734,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25735,Kepler Project Candidate (q1_q12_koi)
25736,Kepler Project Candidate (q1_q8_koi)
25737,Published Confirmed
25738,Published Confirmed
25739,Published Confirmed
25740,Kepler Project Candidate (q1_q17_dr24_koi)
25741,Kepler Project Candidate (q1_q16_koi)
25742,Published Confirmed
25743,Published Confirmed
25744,Published Confirmed
25745,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25746,Kepler Project Candidate (q1_q17_dr25_koi)
25747,Kepler Project Candidate (q1_q16_koi)
25748,Kepler Project Candidate (q1_q8_koi)
25749,Kepler Project Candidate (q1_q17_dr24_koi)
25750,Published Confirmed
25751,Published Confirmed
25752,Published Confirmed
25753,Kepler Project Candidate (q1_q12_koi)
25754,Published Confirmed
25755,Kepler Project Candidate (q1_q17_dr24_koi)
25756,Kepler Project Candidate (q1_q17_dr25_koi)
25757,Published Confirmed
25758,Kepler Project Candidate (q1_q16_koi)
25759,Kepler Project Candidate (q1_q8_koi)
25760,Kepler Project Candidate (q1_q12_koi)
25761,Published Confirmed
25762,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25763,Kepler Project Candidate (q1_q8_koi)
25764,Kepler Project Candidate (q1_q12_koi)
25765,Published Confirmed
25766,Published Confirmed
25767,Kepler Project Candidate (q1_q17_dr24_koi)
25768,Kepler Project Candidate (q1_q16_koi)
25769,Kepler Project Candidate (q1_q17_dr25_koi)
25770,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25771,Published Confirmed
25772,Published Confirmed
25773,Published Confirmed
25774,Kepler Project Candidate (q1_q8_koi)
25775,Published Confirmed
25776,Kepler Project Candidate (q1_q17_dr24_koi)
25777,Published Confirmed
25778,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25779,Kepler Project Candidate (q1_q16_koi)
25780,Published Confirmed
25781,Kepler Project Candidate (q1_q17_dr25_koi)
25782,Kepler Project Candidate (q1_q12_koi)
25783,Kepler Project Candidate (q1_q16_koi)
25784,Published Confirmed
25785,Published Confirmed
25786,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25787,Kepler Project Candidate (q1_q17_dr24_koi)
25788,Kepler Project Candidate (q1_q12_koi)
25789,Published Confirmed
25790,Published Confirmed
25791,Kepler Project Candidate (q1_q8_koi)
25792,Kepler Project Candidate (q1_q17_dr25_koi)
25793,Kepler Project Candidate (q1_q16_koi)
25794,Kepler Project Candidate (q1_q8_koi)
25795,Kepler Project Candidate (q1_q17_dr24_koi)
25796,Published Confirmed
25797,Published Confirmed
25798,Kepler Project Candidate (q1_q17_dr25_koi)
25799,Kepler Project Candidate (q1_q12_koi)
25800,Published Confirmed
25801,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25802,Kepler Project Candidate (q1_q12_koi)
25803,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25804,Kepler Project Candidate (q1_q8_koi)
25805,Published Confirmed
25806,Kepler Project Candidate (q1_q17_dr24_koi)
25807,Published Confirmed
25808,Kepler Project Candidate (q1_q16_koi)
25809,Kepler Project Candidate (q1_q17_dr25_koi)
25810,Published Confirmed
25811,Kepler Project Candidate (q1_q12_koi)
25812,Published Confirmed
25813,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25814,Published Confirmed
25815,Published Confirmed
25816,Kepler Project Candidate (q1_q16_koi)
25817,Kepler Project Candidate (q1_q8_koi)
25818,Kepler Project Candidate (q1_q17_dr25_koi)
25819,Kepler Project Candidate (q1_q17_dr24_koi)
25820,Published Confirmed
25821,Kepler Project Candidate (q1_q16_koi)
25822,Published Confirmed
25823,TESS Project Candidate
25824,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25825,Kepler Project Candidate (q1_q17_dr24_koi)
25826,Kepler Project Candidate (q1_q17_dr25_koi)
25827,Published Confirmed
25828,Published Confirmed
25829,Kepler Project Candidate (q1_q8_koi)
25830,Kepler Project Candidate (q1_q12_koi)
25831,Published Confirmed
25832,Published Confirmed
25833,Published Confirmed
25834,Published Confirmed
25835,Published Confirmed
25836,Kepler Project Candidate (q1_q17_dr25_koi)
25837,Kepler Project Candidate (q1_q17_dr25_sup_koi)
25838,Published Confirmed
25839,Kepler Project Candidate (q1_q12_koi)
25840,Kepler Project Candidate (q1_q17_dr24_koi)
25841,TESS Project Candidate
25842,Published Confirmed
25843,Kepler Project Candidate (q1_q8_koi)
